quantitative,"{'qualitative': 0.5, 'methods': 0.5}"
utilization,"{'via': 0.5, 'research': 0.5}"
class,"{'activities': 0.375, 'equation': 0.25, 'discussions': 0.125, 'laboratory': 0.125, 'cluster': 0.125}"
discussions,"{'course': 0.5, 'role': 0.5}"
integrates,"{'knowledge': 0.5, 'various': 0.5}"
attained,{'prior': 1.0}
prior,{'courses': 1.0}
combined,"{'units': 0.8461538461538461, 'latest': 0.07692307692307693, 'credits': 0.07692307692307693}"
latest,{'strategy': 1.0}
frameworks,"{'practical': 0.25, 'analytical': 0.125, 'strategies': 0.125, 'support': 0.125, 'higher': 0.125, 'tools': 0.125, 'web': 0.125}"
analytical,"{'concepts': 0.25, 'tools': 0.25, 'modeling': 0.25, 'processing': 0.25}"
examine,{'resolve': 1.0}
resolve,"{'complex': 0.5, 'staffing': 0.5}"
top,"{'management': 0.6666666666666666, 'managers': 0.3333333333333333}"
face,"{'todays': 0.3333333333333333, 'recognition': 0.3333333333333333, 'work': 0.3333333333333333}"
todays,{'globally': 1.0}
globally,{'competitive': 1.0}
pedagogically,{'course': 1.0}
utilizes,{'case': 1.0}
encourages,{'student': 1.0}
centered,{'learning': 1.0}
learning,"{'disabilities': 0.075, 'limbic': 0.05, 'concept': 0.05, 'disabled': 0.05, 'theoretical': 0.05, 'unsupervised': 0.05, 'real': 0.025, 'experience': 0.025, 'styles': 0.025, 'renewal': 0.025, 'heredity': 0.025, 'phenomena': 0.025, 'consequences': 0.025, 'conditioning': 0.025, 'intelligence': 0.025, 'memory': 0.025, 'additional': 0.025, 'boosting': 0.025, 'clustering': 0.025, 'pattern': 0.025, 'basic': 0.025, 'essentials': 0.025, 'reinforcement': 0.025, 'algorithms': 0.025, 'representation': 0.025, 'advanced': 0.025, 'category': 0.025, 'systems': 0.025, 'optimization': 0.025, 'parametric': 0.025, 'business': 0.025, 'random': 0.025, 'automata': 0.025}"
introductory,{'course': 1.0}
developing,"{'international': 0.2857142857142857, 'resource': 0.14285714285714285, 'emerging': 0.14285714285714285, 'marketing': 0.14285714285714285, 'business': 0.14285714285714285, 'maintaining': 0.14285714285714285}"
capabilities,{'shaping': 1.0}
shaping,"{'strategic': 0.5, 'future': 0.5}"
fit,"{'leading': 0.5, 'tests': 0.5}"
aim,{'improving': 1.0}
improving,"{'firms': 0.5, 'performance': 0.5}"
brief,"{'overview': 0.75, 'written': 0.25}"
traditional,"{'model': 0.2, 'human': 0.2, 'compliance': 0.2, 'alternative': 0.2, 'area': 0.2}"
new,"{'economy': 0.14285714285714285, 'product': 0.14285714285714285, 'orientations': 0.14285714285714285, 'business': 0.07142857142857142, 'enterprise': 0.07142857142857142, 'industrial': 0.07142857142857142, 'technology': 0.07142857142857142, 'technologies': 0.07142857142857142, 'drugs': 0.07142857142857142, 'knowledge': 0.07142857142857142, 'directions': 0.07142857142857142}"
economy,"{'together': 0.2857142857142857, 'ie': 0.14285714285714285, 'based': 0.14285714285714285, 'companies': 0.14285714285714285, 'stages': 0.14285714285714285, 'inflation': 0.14285714285714285}"
companies,"{'focused': 0.3333333333333333, 'strategic': 0.3333333333333333, 'project': 0.3333333333333333}"
focused,{'leveraging': 1.0}
leveraging,{'internet': 1.0}
internet,"{'marketing': 0.2, 'modern': 0.1, 'wide': 0.1, 'transport': 0.1, 'applications': 0.1, 'based': 0.1, 'viruses': 0.1, 'distributed': 0.1, 'protocol': 0.1}"
themes,"{'include': 0.2, 'social': 0.2, 'abnormal': 0.2, 'may': 0.2, 'counting': 0.2}"
emergent,{'strategy': 1.0}
thinking,"{'business': 0.5, 'circular': 0.5}"
webs,{'disruptive': 1.0}
disruptive,{'technologies': 1.0}
practical,"{'training': 0.3684210526315789, 'experience': 0.15789473684210525, 'examples': 0.15789473684210525, 'aspects': 0.15789473684210525, 'learning': 0.05263157894736842, 'perspective': 0.05263157894736842, 'fault': 0.05263157894736842}"
propositions,{'thirty': 1.0}
thirty,{'new': 1.0}
encompassing,{'entrepreneurship': 1.0}
existing,{'large': 1.0}
large,"{'numbers': 0.3076923076923077, 'scale': 0.23076923076923078, 'small': 0.15384615384615385, 'sample': 0.15384615384615385, 'organization': 0.07692307692307693, 'complex': 0.07692307692307693}"
small,"{'group': 0.25, 'firms': 0.125, 'medium': 0.125, 'non': 0.125, 'sample': 0.125, 'business': 0.125, 'algebraic': 0.125}"
organisations,{'strategic': 1.0}
emphasises,{'simultaneity': 1.0}
simultaneity,{'opportunity': 1.0}
opportunity,"{'seeking': 0.2, 'leadership': 0.2, 'students': 0.2, 'gain': 0.2, 'undertake': 0.2}"
seeking,{'behaviours': 1.0}
behaviours,"{'supported': 0.2222222222222222, 'essential': 0.2222222222222222, 'governing': 0.2222222222222222, 'current': 0.1111111111111111, 'eg': 0.1111111111111111, 'seminar': 0.1111111111111111}"
supported,"{'entrepreneurial': 0.5, 'strategic': 0.5}"
advantage,{'seeking': 1.0}
innovation,"{'process': 0.25, 'financing': 0.25, 'successful': 0.25, 'strategy': 0.25}"
discovery,"{'diffusion': 0.25, 'massive': 0.25, 'wireless': 0.25, 'clustering': 0.25}"
intellectual,"{'property': 0.5555555555555556, 'behavioural': 0.3333333333333333, 'development': 0.1111111111111111}"
successful,{'frameworks': 1.0}
funding,{'techniques': 1.0}
risks,"{'associated': 0.3333333333333333, 'barriers': 0.16666666666666666, 'types': 0.16666666666666666, 'affecting': 0.16666666666666666, 'inter': 0.16666666666666666}"
break,{'products': 1.0}
csr,{'sustainability': 1.0}
â–,{'self': 1.0}
self,"{'others': 0.14285714285714285, 'efficacy': 0.14285714285714285, 'handicapping': 0.14285714285714285, 'concept': 0.14285714285714285, 'adjusting': 0.14285714285714285, 'organization': 0.14285714285714285, 'organized': 0.14285714285714285}"
others,"{'eg': 0.75, 'organization': 0.25}"
beliefs,{'attitudes': 1.0}
attitudes,"{'relation': 0.25, 'brand': 0.25, 'prejudice': 0.25, 'stereotypes': 0.25}"
upon,"{'action': 0.2, 'management': 0.2, 'mathematical': 0.2, 'oral': 0.2, 'biological': 0.2}"
action,"{'women': 0.5, 'opportunity': 0.25, 'principles': 0.25}"
b,"{'corps': 0.5, 'research': 0.5}"
corps,{'carbon': 1.0}
carbon,{'negative': 1.0}
negative,{'enterprises': 1.0}
enterprises,"{'regenerative': 0.3333333333333333, 'sole': 0.3333333333333333, 'legislation': 0.3333333333333333}"
regenerative,"{'business': 0.5, 'processes': 0.5}"
cradle,"{'cradle': 0.5, 'design': 0.5}"
circular,{'economy': 1.0}
stages,"{'phenomenon': 0.8, 'multinational': 0.2}"
multinational,"{'corporations': 0.4, 'firms': 0.4, 'organization': 0.2}"
exports,{'foreign': 1.0}
direct,"{'contradiction': 0.3333333333333333, 'sums': 0.3333333333333333, 'investment': 0.16666666666666666, 'products': 0.16666666666666666}"
joint,"{'distributions': 0.5, 'ventures': 0.25, 'optimization': 0.25}"
ventures,{'licensing': 1.0}
licensing,{'agreements': 1.0}
corporations,"{'regional': 0.3333333333333333, 'mncs': 0.3333333333333333, 'accounting': 0.3333333333333333}"
structures,"{'adjusting': 0.058823529411764705, 'critical': 0.058823529411764705, 'full': 0.058823529411764705, 'foundation': 0.058823529411764705, 'functions': 0.058823529411764705, 'tangent': 0.058823529411764705, 'hypergeometric': 0.058823529411764705, 'apply': 0.058823529411764705, 'sub': 0.058823529411764705, 'recent': 0.058823529411764705, 'procedures': 0.058823529411764705, 'algorithms': 0.058823529411764705, 'several': 0.058823529411764705, 'van': 0.058823529411764705, 'query': 0.058823529411764705, 'applications': 0.058823529411764705, 'continuous': 0.058823529411764705}"
adjusting,"{'cultural': 0.5, 'data': 0.5}"
differences,"{'work': 0.2222222222222222, 'political': 0.1111111111111111, 'similarities': 0.1111111111111111, 'motivational': 0.1111111111111111, 'individual': 0.1111111111111111, 'childhood': 0.1111111111111111, 'personality': 0.1111111111111111, 'c': 0.1111111111111111}"
assessment,"{'devices': 0.13333333333333333, 'treatment': 0.1, 'intellectual': 0.1, 'findings': 0.1, 'risks': 0.06666666666666667, 'interventions': 0.06666666666666667, 'governments': 0.03333333333333333, 'techniques': 0.03333333333333333, 'firms': 0.03333333333333333, 'psychotherapy': 0.03333333333333333, 'forms': 0.03333333333333333, 'tools': 0.03333333333333333, 'intervention': 0.03333333333333333, 'diagnostic': 0.03333333333333333, 'behavioural': 0.03333333333333333, 'neuropsychological': 0.03333333333333333, 'consultation': 0.03333333333333333, 'community': 0.03333333333333333, 'data': 0.03333333333333333}"
governments,{'multinational': 1.0}
mncs,"{'relations': 0.5, 'host': 0.5}"
host,{'countries': 1.0}
national,"{'investment': 0.3333333333333333, 'accounting': 0.3333333333333333, 'international': 0.3333333333333333}"
standards,"{'strategic': 0.16666666666666666, 'including': 0.16666666666666666, 'practice': 0.16666666666666666, 'graphics': 0.16666666666666666, 'emerging': 0.16666666666666666, 'protocols': 0.16666666666666666}"
economies,{'emphasis': 1.0}
interconnection,"{'business': 0.5, 'networks': 0.5}"
equitable,{'development': 1.0}
poverty,"{'inequality': 0.3333333333333333, 'abuse': 0.3333333333333333, 'etc': 0.3333333333333333}"
inequality,{'technological': 1.0}
institutional,"{'gaps': 0.5, 'changes': 0.5}"
gaps,{'remain': 1.0}
remain,"{'significant': 0.5, 'effective': 0.5}"
significant,{'hurdles': 1.0}
hurdles,{'competitive': 1.0}
changes,{'required': 1.0}
required,"{'computer': 0.5, 'address': 0.16666666666666666, 'meet': 0.16666666666666666, 'participate': 0.16666666666666666}"
challenges,"{'facing': 0.5714285714285714, 'examined': 0.14285714285714285, 'including': 0.14285714285714285, 'obstacles': 0.14285714285714285}"
examined,{'development': 1.0}
perspectives,"{'particularly': 0.2, 'government': 0.2, 'psychology': 0.2, 'current': 0.2, 'experimental': 0.2}"
particularly,{'managers': 1.0}
policymakers,{'capstone': 1.0}
capstone,{'course': 1.0}
sponsored,{'companies': 1.0}
oriented,"{'programming': 0.23529411764705882, 'course': 0.11764705882352941, 'requiring': 0.11764705882352941, 'organizations': 0.058823529411764705, 'imperative': 0.058823529411764705, 'databases': 0.058823529411764705, 'perspective': 0.058823529411764705, 'design': 0.058823529411764705, 'logic': 0.058823529411764705, 'object': 0.058823529411764705, 'systems': 0.058823529411764705, 'software': 0.058823529411764705}"
uses,{'case': 1.0}
addition,"{'regular': 0.5, 'multiplication': 0.5}"
regular,"{'functions': 0.2857142857142857, 'courses': 0.2857142857142857, 'lectures': 0.14285714285714285, 'singular': 0.14285714285714285, 'languages': 0.14285714285714285}"
lectures,"{'programs': 0.42857142857142855, 'highly': 0.14285714285714285, 'group': 0.14285714285714285, 'research': 0.14285714285714285, 'tutorials': 0.14285714285714285}"
highly,{'applied': 1.0}
mix,"{'formal': 0.3333333333333333, 'programs': 0.3333333333333333, 'strategies': 0.3333333333333333}"
promotional,"{'mandate': 0.25, 'plan': 0.25, 'plans': 0.25, 'campaigns': 0.25}"
mandate,{'major': 1.0}
sponsor,{'group': 1.0}
first,"{'order': 0.5714285714285714, 'develop': 0.14285714285714285, 'second': 0.14285714285714285, '4': 0.14285714285714285}"
implement,"{'primary': 0.5, 'marketing': 0.5}"
primary,"{'prevention': 0.5, 'secondary': 0.25, 'trigonometric': 0.25}"
secondary,{'market': 1.0}
gather,{'portion': 1.0}
portion,{'necessary': 1.0}
pooled,{'research': 1.0}
reports,{'group': 1.0}
detailed,"{'analysis': 0.5, 'strategic': 0.25, 'knowledge': 0.25}"
conclusion,{'course': 1.0}
teams,"{'three': 0.25, 'analysis': 0.25, 'encouraged': 0.25, 'present': 0.25}"
three,"{'dimensions': 0.4444444444444444, 'best': 0.1111111111111111, 'sections': 0.1111111111111111, 'variables': 0.1111111111111111, 'equations': 0.1111111111111111, 'unknowns': 0.1111111111111111}"
best,"{'practices': 0.5, 'promotional': 0.25, 'linear': 0.25}"
plans,"{'compete': 0.25, 'deliver': 0.25, 'corporate': 0.25, 'participation': 0.25}"
compete,"{'public': 0.5, 'placements': 0.5}"
known,{'michel': 1.0}
michel,{'cloutier': 1.0}
cloutier,{'marketing': 1.0}
wide,"{'range': 0.3333333333333333, 'area': 0.3333333333333333, 'web': 0.3333333333333333}"
range,"{'psychological': 0.4, 'related': 0.2, 'specific': 0.2, 'applications': 0.2}"
digital,"{'technologies': 0.1, 'marketing': 0.1, 'filters': 0.1, 'signature': 0.1, 'pictures': 0.1, 'signatures': 0.1, 'content': 0.1, 'elevation': 0.1, 'rights': 0.1, 'targeted': 0.1}"
changed,{'way': 1.0}
way,"{'businesses': 0.14285714285714285, 'building': 0.14285714285714285, 'contingency': 0.14285714285714285, 'classification': 0.14285714285714285, 'two': 0.14285714285714285, 'tables': 0.14285714285714285, 'functions': 0.14285714285714285}"
businesses,"{'including': 0.4, 'design': 0.2, 'awash': 0.2, 'better': 0.2}"
focuses,{'strategic': 1.0}
ever,{'changing': 1.0}
branding,"{'positioning': 0.5, 'advertising': 0.5}"
commerce,"{'applications': 0.14285714285714285, 'hands': 0.07142857142857142, 'customer': 0.07142857142857142, 'www': 0.07142857142857142, 'e': 0.07142857142857142, 'commerce': 0.07142857142857142, 'architectures': 0.07142857142857142, 'system': 0.07142857142857142, 'user': 0.07142857142857142, 'tools': 0.07142857142857142, 'development': 0.07142857142857142, 'technologies': 0.07142857142857142, 'supervision': 0.07142857142857142}"
selected,"{'topics': 0.6590909090909091, 'advanced': 0.09090909090909091, 'instruments': 0.06818181818181818, 'technologies': 0.022727272727272728, 'judges': 0.022727272727272728, 'factorial': 0.022727272727272728, 'weak': 0.022727272727272728, 'lambda': 0.022727272727272728, 'preceding': 0.022727272727272728, 'symmetric': 0.022727272727272728, 'applications': 0.022727272727272728}"
provided,"{'strategic': 0.5, 'major': 0.5}"
medium,"{'multinational': 0.5, 'access': 0.5}"
visits,{'personal': 1.0}
contacts,{'remain': 1.0}
committed,{'relationship': 1.0}
buyer,"{'seller': 0.5, 'behaviour': 0.5}"
seller,{'especially': 1.0}
especially,"{'business': 0.5, 'cognitive': 0.5}"
essential,"{'homeostasis': 0.5, 'selling': 0.25, 'properties': 0.25}"
selling,"{'skills': 0.3333333333333333, 'distribution': 0.3333333333333333, 'sales': 0.3333333333333333}"
meet,{'challenges': 1.0}
facing,"{'families': 0.4, 'sales': 0.2, 'profession': 0.2, 'business': 0.2}"
professionals,"{'development': 0.3333333333333333, 'take': 0.3333333333333333, 'plan': 0.3333333333333333}"
expertise,"{'retain': 0.5, 'practicum': 0.5}"
retain,{'customers': 1.0}
customers,{'expand': 1.0}
expand,{'business': 1.0}
recognizes,{'leadership': 1.0}
take,"{'place': 0.5, 'issues': 0.25, 'mat': 0.25}"
workplace,"{'health': 0.25, 'diversity': 0.25, 'students': 0.25, 'development': 0.25}"
safety,"{'workers': 0.3333333333333333, 'concerns': 0.3333333333333333, 'conceptual': 0.3333333333333333}"
workers,{'compensation': 1.0}
reviews,{'current': 1.0}
good,{'management': 1.0}
hazard,{'management': 1.0}
accident,{'investigation': 1.0}
emergency,{'preparedness': 1.0}
preparedness,{'managing': 1.0}
psychological,"{'services': 0.11428571428571428, 'processes': 0.08571428571428572, 'disorders': 0.08571428571428572, 'intervention': 0.08571428571428572, 'sciences': 0.08571428571428572, 'assessment': 0.08571428571428572, 'interventions': 0.05714285714285714, 'aging': 0.05714285714285714, 'problems': 0.05714285714285714, 'toxic': 0.02857142857142857, 'aspects': 0.02857142857142857, 'physiological': 0.02857142857142857, 'effects': 0.02857142857142857, 'social': 0.02857142857142857, 'health': 0.02857142857142857, 'factors': 0.02857142857142857, 'adaptation': 0.02857142857142857, 'enterprise': 0.02857142857142857, 'research': 0.02857142857142857}"
toxic,{'elements': 1.0}
eg,"{'parents': 0.125, 'filtering': 0.08333333333333333, 'attention': 0.08333333333333333, 'memory': 0.08333333333333333, 'cooperation': 0.08333333333333333, 'attending': 0.041666666666666664, 'british': 0.041666666666666664, 'using': 0.041666666666666664, 'e': 0.041666666666666664, 'cognitive': 0.041666666666666664, 'sleep': 0.041666666666666664, 'dsm': 0.041666666666666664, 'spatial': 0.041666666666666664, 'pharmaceutical': 0.041666666666666664, 'geometry': 0.041666666666666664, 'algebraic': 0.041666666666666664, 'quadtrees': 0.041666666666666664, 'shortest': 0.041666666666666664}"
attending,{'health': 1.0}
populations,"{'theoretical': 0.5, 'strategic': 0.25, 'research': 0.25}"
agent,"{'client': 0.3333333333333333, 'systems': 0.3333333333333333, 'based': 0.3333333333333333}"
client,"{'relationships': 0.3333333333333333, 'relations': 0.3333333333333333, 'technologies': 0.3333333333333333}"
scale,"{'systems': 0.2, 'statistical': 0.2, 'industry': 0.2, 'analysis': 0.2, 'machine': 0.2}"
consulting,"{'skills': 0.3333333333333333, 'project': 0.3333333333333333, 'perspective': 0.3333333333333333}"
intervention,"{'strategies': 0.25, 'skills': 0.1875, 'consultation': 0.1875, 'prevention': 0.125, 'techniques': 0.0625, 'notions': 0.0625, 'across': 0.0625, 'evaluation': 0.0625}"
efforts,{'effectiveness': 1.0}
effectiveness,"{'organizations': 0.14285714285714285, 'programs': 0.14285714285714285, 'tests': 0.14285714285714285, 'management': 0.14285714285714285, 'organization': 0.14285714285714285, 'setting': 0.14285714285714285, 'labour': 0.14285714285714285}"
wish,{'globally': 1.0}
need,"{'learn': 0.3333333333333333, 'know': 0.3333333333333333, 'initial': 0.3333333333333333}"
innovate,{'sustainably': 1.0}
sustainably,{'human': 1.0}
specialists,{'global': 1.0}
know,{'inculcate': 1.0}
inculcate,{'competencies': 1.0}
competencies,"{'enable': 0.5, 'values': 0.5}"
enable,{'employees': 1.0}
employees,{'require': 1.0}
require,{'perform': 1.0}
perform,{'current': 1.0}
jobs,{'maximize': 1.0}
maximize,{'career': 1.0}
potential,"{'recording': 0.2857142857142857, 'simulation': 0.2857142857142857, 'students': 0.14285714285714285, 'market': 0.14285714285714285, 'societal': 0.14285714285714285}"
connect,{'global': 1.0}
appraisals,{'training': 1.0}
tradeoff,{'diagnose': 1.0}
diagnose,{'learning': 1.0}
styles,{'design': 1.0}
deliver,{'professional': 1.0}
evaluate,{'effectiveness': 1.0}
integrative,"{'capstone': 0.5, 'trend': 0.5}"
hrm,{'option': 1.0}
option,"{'pricing': 0.42857142857142855, 'strategies': 0.2857142857142857, 'designed': 0.14285714285714285, 'course': 0.14285714285714285}"
teach,"{'mat': 0.9333333333333333, 'prospective': 0.06666666666666667}"
prospective,{'human': 1.0}
make,"{'decisions': 0.5, 'managerial': 0.5}"
alignment,"{'human': 0.3333333333333333, 'grammatical': 0.3333333333333333, 'probabilistic': 0.3333333333333333}"
acquire,{'technical': 1.0}
demand,"{'ascertaining': 0.5, 'production': 0.5}"
ascertaining,{'supply': 1.0}
present,"{'value': 0.4, 'opportunity': 0.2, 'seminar': 0.2, 'results': 0.2}"
integrate,{'knowledge': 1.0}
previous,{'accounting': 1.0}
putting,{'practice': 1.0}
multidisciplinary,{'decisions': 1.0}
able,"{'improve': 0.5, 'register': 0.5}"
improve,"{'attention': 0.6666666666666666, 'ability': 0.3333333333333333}"
ability,{'address': 1.0}
multisubject,{'comprehensive': 1.0}
comprehensive,"{'examination': 0.5714285714285714, 'cases': 0.14285714285714285, 'auditing': 0.14285714285714285, 'neuroscience': 0.14285714285714285}"
profession,"{'audit': 0.25, 'explored': 0.25, 'gives': 0.25, 'recent': 0.25}"
assurance,"{'framework': 0.3333333333333333, 'concepts': 0.3333333333333333, 'project': 0.3333333333333333}"
engagement,{'types': 1.0}
types,"{'bi': 0.13333333333333333, 'decision': 0.13333333333333333, 'current': 0.06666666666666667, 'risks': 0.06666666666666667, 'business': 0.06666666666666667, 'norms': 0.06666666666666667, 'convergence': 0.06666666666666667, 'simple': 0.06666666666666667, 'pointers': 0.06666666666666667, 'control': 0.06666666666666667, 'concurrent': 0.06666666666666667, 'applications': 0.06666666666666667, 'modules': 0.06666666666666667}"
explored,"{'discussions': 0.5, 'covers': 0.5}"
setting,"{'professional': 0.2, 'performance': 0.2, 'technology': 0.2, 'campus': 0.2, 'students': 0.2}"
judgement,"{'emerging': 0.5, 'covariation': 0.5}"
gives,{'depth': 1.0}
taxation,"{'tax': 0.5, 'management': 0.5}"
company,{'managers': 1.0}
shareholders,{'course': 1.0}
retained,{'earnings': 1.0}
earnings,{'tax': 1.0}
owner,{'manager': 1.0}
manager,"{'decisions': 0.5, 'facility': 0.5}"
regarding,{'remuneration': 1.0}
remuneration,{'incorporation': 1.0}
incorporation,{'succession': 1.0}
organisational,{'design': 1.0}
implementation,"{'research': 0.13636363636363635, 'issues': 0.09090909090909091, 'database': 0.09090909090909091, 'point': 0.045454545454545456, 'web': 0.045454545454545456, 'strategy': 0.045454545454545456, 'strategic': 0.045454545454545456, 'enterprise': 0.045454545454545456, 'initiatives': 0.045454545454545456, 'effects': 0.045454545454545456, 'decisions': 0.045454545454545456, 'planning': 0.045454545454545456, 'scripting': 0.045454545454545456, 'management': 0.045454545454545456, 'applications': 0.045454545454545456, 'mobile': 0.045454545454545456, 'extensions': 0.045454545454545456, 'distributed': 0.045454545454545456}"
point,"{'view': 0.14285714285714285, 'interval': 0.14285714285714285, 'newton': 0.14285714285714285, 'estimation': 0.14285714285714285, 'location': 0.14285714285714285, 'wise': 0.07142857142857142, 'trapezoidal': 0.07142857142857142, 'programming': 0.07142857142857142, 'methods': 0.07142857142857142}"
view,"{'course': 0.5, 'random': 0.5}"
auditor,{'introduced': 1.0}
modifications,{'traditional': 1.0}
compliance,{'substantive': 1.0}
substantive,{'auditing': 1.0}
automated,"{'business': 0.3333333333333333, 'reasoning': 0.3333333333333333, 'deduction': 0.3333333333333333}"
covers,"{'content': 0.875, 'specialized': 0.0625, 'advanced': 0.0625}"
specialized,"{'topics': 0.6666666666666666, 'linear': 0.3333333333333333}"
leases,{'benefit': 1.0}
combinations,"{'consolidations': 0.3333333333333333, 'introduction': 0.3333333333333333, 'subsets': 0.3333333333333333}"
consolidations,{'foreign': 1.0}
currency,"{'translation': 0.25, 'futures': 0.25, 'swaps': 0.25, 'interest': 0.25}"
translation,"{'securities': 0.5, 'could': 0.5}"
free,"{'modules': 0.5, 'cash': 0.16666666666666666, 'languages': 0.16666666666666666, 'exhaustive': 0.16666666666666666}"
cash,{'flow': 1.0}
flow,"{'valuation': 0.14285714285714285, 'materials': 0.14285714285714285, 'stability': 0.14285714285714285, 'theory': 0.14285714285714285, 'equilibria': 0.14285714285714285, 'control': 0.14285714285714285, 'measures': 0.14285714285714285}"
relative,{'valuation': 1.0}
enhancing,"{'strategies': 0.5, 'internal': 0.5}"
neutral,{'valuation': 1.0}
convertible,{'securities': 1.0}
warrants,{'forward': 1.0}
futures,"{'contracts': 0.2, 'swaps': 0.2, 'options': 0.2, 'mutual': 0.2, 'option': 0.2}"
contracts,"{'index': 0.25, 'business': 0.25, 'courses': 0.25, 'futures': 0.25}"
index,"{'futures': 0.3333333333333333, 'vector': 0.3333333333333333, 'wz': 0.3333333333333333}"
swaps,"{'advanced': 0.25, 'corporate': 0.25, 'bond': 0.25, 'currency': 0.25}"
options,"{'capital': 0.16666666666666666, 'swaps': 0.16666666666666666, 'organization': 0.16666666666666666, 'corporate': 0.16666666666666666, 'convertibles': 0.16666666666666666, 'discriminant': 0.16666666666666666}"
empirical,"{'research': 0.3076923076923077, 'literature': 0.15384615384615385, 'clinical': 0.15384615384615385, 'studies': 0.07692307692307693, 'theoretical': 0.07692307692307693, 'issues': 0.07692307692307693, 'bayes': 0.07692307692307693, 'analysis': 0.07692307692307693}"
rate,"{'change': 0.375, 'determination': 0.25, 'swaps': 0.125, 'exposure': 0.125, 'present': 0.125}"
money,{'capital': 1.0}
investing,"{'ethical': 0.5, 'links': 0.5}"
sector,"{'management': 0.2857142857142857, 'ethical': 0.14285714285714285, 'reduction': 0.14285714285714285, 'programs': 0.14285714285714285, 'government': 0.14285714285714285, 'organizations': 0.14285714285714285}"
societal,"{'impact': 0.4, 'preferences': 0.2, 'roles': 0.2, 'aspects': 0.2}"
responsible,"{'investing': 0.5, 'behavior': 0.5}"
links,{'among': 1.0}
among,"{'corporate': 0.25, 'immigrants': 0.25, 'children': 0.25, 'compact': 0.25}"
socially,{'responsible': 1.0}
behavior,"{'non': 0.3333333333333333, 'examination': 0.3333333333333333, 'based': 0.3333333333333333}"
alternative,"{'investments': 0.5, 'strategies': 0.5}"
mutual,{'funds': 1.0}
hedge,{'funds': 1.0}
estate,"{'commodities': 0.2, 'property': 0.2, 'investments': 0.2, 'transactions': 0.2, 'market': 0.2}"
commodities,{'income': 1.0}
trusts,{'basic': 1.0}
likelihood,"{'ratio': 0.3333333333333333, 'risks': 0.08333333333333333, 'inference': 0.08333333333333333, 'functions': 0.08333333333333333, 'moment': 0.08333333333333333, 'robust': 0.08333333333333333, 'estimation': 0.08333333333333333, 'ml': 0.08333333333333333, 'bayesian': 0.08333333333333333}"
optimization,"{'problems': 0.21052631578947367, 'models': 0.10526315789473684, 'queuing': 0.05263157894736842, 'technology': 0.05263157894736842, 'elements': 0.05263157894736842, 'students': 0.05263157894736842, 'linear': 0.05263157894736842, 'convexity': 0.05263157894736842, 'gradient': 0.05263157894736842, 'transaction': 0.05263157894736842, 'computational': 0.05263157894736842, 'algorithms': 0.05263157894736842, 'emphasis': 0.05263157894736842, 'routing': 0.05263157894736842, 'internationalization': 0.05263157894736842}"
queuing,"{'theory': 0.8, 'networks': 0.2}"
settings,"{'businesses': 0.3333333333333333, 'acquaint': 0.3333333333333333, 'problems': 0.3333333333333333}"
awash,{'data': 1.0}
often,{'little': 1.0}
little,{'sense': 1.0}
sense,{'data': 1.0}
ought,{'used': 1.0}
help,"{'businesses': 0.5, 'overcome': 0.5}"
driven,"{'fashion': 0.25, 'programming': 0.25, 'test': 0.25, 'approaches': 0.25}"
fashion,{'understanding': 1.0}
limitations,"{'analytical': 0.5, 'multiple': 0.5}"
enabled,{'business': 1.0}
usability,"{'principles': 0.125, 'qualitative': 0.125, 'heuristic': 0.125, 'testing': 0.125, 'inspections': 0.125, 'experimentation': 0.125, 'integration': 0.125, 'engineering': 0.125}"
web,"{'based': 0.25925925925925924, 'services': 0.1111111111111111, 'technologies': 0.07407407407407407, 'pages': 0.07407407407407407, 'servers': 0.07407407407407407, 'mobile': 0.037037037037037035, 'social': 0.037037037037037035, 'development': 0.037037037037037035, 'sites': 0.037037037037037035, 'design': 0.037037037037037035, 'interfaces': 0.037037037037037035, 'ontologies': 0.037037037037037035, 'search': 0.037037037037037035, 'course': 0.037037037037037035, 'healthcare': 0.037037037037037035, 'protocols': 0.037037037037037035}"
cyber,{'security': 1.0}
ecosystems,{'cloud': 1.0}
networking,"{'fundamentals': 0.5, 'topics': 0.5}"
fundamentals,"{'including': 0.3333333333333333, 'using': 0.3333333333333333, 'genetics': 0.3333333333333333}"
transport,"{'protocols': 0.25, 'session': 0.25, 'rendering': 0.25, 'application': 0.25}"
protocols,"{'internet': 0.18181818181818182, 'software': 0.18181818181818182, 'employed': 0.09090909090909091, 'infrastructure': 0.09090909090909091, 'wireless': 0.09090909090909091, 'routing': 0.09090909090909091, 'optimistic': 0.09090909090909091, 'case': 0.09090909090909091, 'services': 0.09090909090909091}"
local,"{'long': 0.2857142857142857, 'laws': 0.2857142857142857, 'wide': 0.14285714285714285, 'level': 0.14285714285714285, 'area': 0.14285714285714285}"
area,"{'interest': 0.26666666666666666, 'thesis': 0.2, 'networks': 0.13333333333333333, 'administrative': 0.06666666666666667, 'major': 0.06666666666666667, 'public': 0.06666666666666667, 'expertise': 0.06666666666666667, 'parallelograms': 0.06666666666666667, 'ai': 0.06666666666666667}"
virtual,"{'private': 0.16666666666666666, 'memory': 0.16666666666666666, 'approaches': 0.16666666666666666, 'worlds': 0.16666666666666666, 'environment': 0.16666666666666666, 'simulations': 0.16666666666666666}"
